question,answer,explanation,category
PPPoEとは何の略ですか？,PPP over Ethernet,PPPoEは、Ethernet上でPPPの機能を利用するためのプロトコルです。,WANとインターネット
PPPoEは主にどのようなサービスで使用されていますか？,ADSLサービスやFTTHサービス,PPPoEは、LAN上でのユーザ認証やIPアドレスの割当が可能であるため、常時接続のADSLやFTTHで広く使用されています。,WANとインターネット
Bフレッツ接続において、推奨されるMTUとMSSの値は何バイトですか？,MTUは1454byte、MSSは1414byte,Bフレッツ接続では、MTUを1454byte、MSSを1414byteに設定する必要があります。この値で設定しないと、Webサーバによって通信できないケースがあります。,WANとインターネット
IP通信を確立するためにPPPoE接続で行う必要がある2つのステージは何ですか？,DiscoveryステージとPPPセッションステージ,PPPoE接続では、最初にPPPoEセッションを確立するDiscoveryステージと、その後のPPPによるやり取りを行うPPPセッションステージの2つのステップを踏む必要があります。,WANとインターネット
Discoveryステージで特定されるものは何ですか？,PPPoEクライアントとPPPoEサーバのMACアドレス,Discoveryステージでは、PPPoEセッションを確立するPPPoEクライアントとPPPoEサーバのMACアドレスを特定し、PPPoEセッションIDの割り当てを行います。,WANとインターネット
CiscoルータでDiscoveryステージの結果を確認するコマンドは何ですか？,show pppoe session all,Ciscoルータの場合、Discoveryステージの結果は`show pppoe session all`コマンドで確認できます。,WANとインターネット
PPPセッションステージで認証が失敗する一般的な原因は何ですか？,認証方式 (CHAP or PAP) のミス、ユーザIDやパスワード誤入力,PPPoE接続が上手くいかない場合、PPPセッションステージでの認証方式のミスや、ユーザID、パスワードの誤入力が原因であることが多いです。,WANとインターネット
PPPoE接続がうまくいかない場合、Ciscoルータで認証の問題をデバッグするコマンドは何ですか？,debug ppp authentication,CiscoルータでPPPoE接続の認証に関する問題をデバッグするには、`debug ppp authentication` コマンドを使用します。,WANとインターネット
Bフレッツ契約時にNTTからレンタルされる機器は何ですか？,ONU (回線終端装置),Bフレッツを契約すると、NTTからONU (回線終端装置) がレンタルされます。,WANとインターネット
OCNを契約した場合、ONUのシールに記載されている情報でリンクしているものは何ですか？,フレッツ契約IDとISP番号,OCNの場合、ONUのシールに記載されているフレッツ契約IDとISP番号がリンクしており、それぞれのONUに該当するISP情報で接続します。,WANとインターネット
IX（Internet Exchange）とは、正確には何を意味する言葉ですか？,インターネット相互接続点,IX（Internet Exchange）は、正確にはインターネット相互接続点を意味する言葉です。,WANとインターネット
IXは、主にどのような目的で利用される施設またはサービスですか？,複数のIDCやISP同士を相互接続するため,IXは、複数のIDC（インターネットデータセンター）やISP（インターネットサービスプロバイダー）同士を相互接続するための施設や相互接続サービスを提供する事業者のことを指します。,WANとインターネット
IXを利用するメリットとして、トランジットに関してどのような利点がありますか？,トランジットのコストを下げられる,ISPはIXを利用して相互にピアリングを行うことでトランジット経由からIXに振り分けて通信できることから、トランジットのコストを下げられます。,WANとインターネット
